compound_id,source,class,assay,mw,alogp,tpsa,hbd,hba,fsp3,dose_uM,ic50_uM,active
C01007,plant,saponin,antimalarial,973.2,0.85,152.21144764139862,3,5,0.7564031559444984,0.54,200.0,False
C01008,plant,flavonoid,antibacterial,467.9,1.55,93.36224117594116,3,5,0.5740828462588969,0.52,200.0,False
C01009,plant,polyketide,antimalarial,394.6,3.27,151.7863202463978,1,6,0.7856654470788191,0.32,200.0,False
C01010,marine,saponin,antimalarial,548.7,1.27,113.8822607674702,2,7,0.517687933879019,27.84,200.0,False
C01011,bacteria,terpene,antimalarial,317.5,3.01,27.753160482087132,3,1,0.8656195111382601,6.34,14.34,False
C01012,plant,terpene,antimalarial,233.4,2.67,32.843900166149965,1,6,0.19686321740265433,0.38,30.586,False
C01013,plant,alkaloid,antimalarial,363.1,2.34,,3,3,0.6440474747591014,49.76,49.439,False
C01014,plant,terpene,anticancer,279.3,4.76,12.101597157925303,4,5,0.5174290574047257,0.78,43.346,False
C01015,plant,flavonoid,antibacterial,380.2,2.31,173.9955046432671,1,4,0.4851604992515542,11.41,200.0,False
C01016,plant,flavonoid,anticancer,360.7,1.74,136.6383855991045,0,8,0.21566902692951753,9.54,200.0,False
C01017,fungi,flavonoid,antimalarial,464.6,1.91,156.584042018613,3,6,0.6690627844848234,1.51,200.0,False
C01018,plant,saponin,antimalarial,1177.7,1.38,81.75352909860162,1,5,0.42463131927428044,6.56,200.0,False
C01019,plant,polyketide,antibacterial,440.2,2.65,117.49993722861424,3,8,0.270964773131773,0.58,200.0,False
C01020,plant,polyketide,antibacterial,446.9,1.32,,2,5,0.34065236529668214,9.34,200.0,False
C01021,fungi,alkaloid,anticancer,306.3,1.63,50.484398030539,3,4,0.4176182394387854,0.35,50.389,False
C01022,plant,flavonoid,anticancer,353.6,1.8,130.33202014723528,4,5,0.48194216995671835,0.22,200.0,False
C01023,plant,peptide,anticancer,762.9,2.49,205.40747968717596,4,4,0.28758414641113,1.05,200.0,False
C01024,plant,alkaloid,antimalarial,324.4,1.94,79.6832677366815,2,5,0.2847584968349076,8.01,130.636,False
C01025,bacteria,saponin,anticancer,581.5,2.58,121.68421837677815,1,7,0.5422465982132079,8.46,200.0,False
C01026,plant,terpene,anticancer,371.5,3.93,26.946146958597378,0,5,0.4485514635941586,0.57,106.578,False
C01027,marine,flavonoid,antimalarial,352.4,1.51,128.12625597886432,0,5,,0.12,200.0,False
C01028,plant,terpene,anticancer,383.6,3.64,26.70474601758966,1,7,0.381070197435287,3.08,27.064,False
C01029,bacteria,terpene,anticancer,370.0,3.8,20.533543794873758,3,6,0.6055056128053019,10.58,67.191,False
C01030,plant,terpene,antibacterial,365.2,4.55,27.76354547911579,2,7,0.7976047344974087,0.13,200.0,False
C01031,fungi,terpene,antibacterial,271.1,3.51,10.672685309109145,2,5,0.42390493098802023,0.24,32.413,False
C01032,bacteria,polyketide,antimalarial,430.7,2.86,107.02298112492979,0,2,0.6520728889299128,1.72,200.0,False
C01033,fungi,flavonoid,antimalarial,309.8,0.94,114.19171950106036,0,3,0.520565317508275,0.34,200.0,False
C01034,plant,alkaloid,antimalarial,289.1,2.07,59.277472379892814,0,2,0.47253823425815406,1.09,42.153,False
C01035,plant,terpene,antimalarial,268.7,4.88,34.22069158761208,4,7,0.7711184127575275,0.3,200.0,False
C01036,bacteria,alkaloid,anticancer,378.0,2.38,53.47593897589835,0,6,0.2714806467677542,7.9,24.275,False
C01037,plant,terpene,anticancer,370.5,4.45,38.057146167808284,4,4,0.34610159671904334,12.66,139.33,False
C01038,plant,terpene,antibacterial,205.1,5.74,12.323981749830894,1,3,0.12175688597915241,37.83,200.0,False
C01039,bacteria,peptide,antibacterial,472.6,-0.03,148.47378530765147,3,6,0.4390980756471113,0.12,200.0,False
C01040,plant,alkaloid,anticancer,444.1,2.64,41.985746935839614,3,5,0.6517046388101273,0.23,66.651,False
C01041,plant,flavonoid,anticancer,432.0,0.09,104.24531001071061,4,6,0.4133667702865955,23.31,200.0,False
C01042,plant,peptide,antibacterial,579.8,2.26,106.63643922154915,4,3,,7.42,200.0,False
C01043,plant,flavonoid,antimalarial,391.9,2.14,125.94607799662256,1,3,0.316386154989016,7.22,200.0,False
C01044,plant,peptide,antibacterial,515.6,0.48,182.70927374453862,1,8,0.6819934808179644,0.11,200.0,False
C01045,fungi,polyketide,antimalarial,447.6,1.46,92.58882770373592,2,3,0.440530844747162,49.1,136.612,False
C01046,plant,alkaloid,anticancer,341.7,2.33,56.45182677809769,1,5,0.3704556167074099,0.72,43.307,False
C01047,plant,flavonoid,antibacterial,401.8,2.9,114.50410448660591,4,8,0.7774150550834584,0.14,200.0,False
C01048,marine,polyketide,anticancer,312.1,2.5,48.84855451471103,2,1,0.46017746977916807,0.2,44.908,False
C01049,marine,terpene,antimalarial,292.8,5.48,26.67285144191318,3,6,0.5722917861806643,0.25,200.0,False
C01050,fungi,polyketide,anticancer,172.7,4.6,94.49234533497531,3,5,0.4853561611915871,5.63,200.0,False
C01051,plant,saponin,anticancer,624.8,0.95,140.92058695544955,2,5,0.5973542218965633,1.31,200.0,False
C01052,fungi,polyketide,antibacterial,501.3,3.53,57.281349404366814,4,6,0.4854655277044838,0.66,50.67,False
C01053,fungi,terpene,antimalarial,151.2,4.99,40.62022660057192,0,3,0.23110946865997622,0.28,200.0,False
C01054,plant,peptide,anticancer,476.8,1.35,239.44404524096004,3,1,0.516393506316581,0.56,200.0,False
C01055,bacteria,terpene,antibacterial,267.5,3.71,29.394421546129454,3,9,0.553866535863482,15.27,72.183,False
C01056,plant,alkaloid,anticancer,410.1,1.69,73.14683924535639,1,4,0.536577395615356,0.99,44.928,False
C01057,fungi,flavonoid,antibacterial,386.7,1.29,106.53526863381148,1,7,0.41820339677024737,0.1,200.0,False
C01058,plant,terpene,antibacterial,241.8,4.1,14.955868818750526,4,7,0.8103740478575815,49.27,81.811,False
C01059,fungi,saponin,antibacterial,738.5,2.55,,2,6,0.32219149820395476,38.54,200.0,False
C01060,marine,polyketide,antibacterial,580.3,3.79,106.08327244311563,0,6,0.48563209543421604,1.01,200.0,False
C01061,marine,flavonoid,anticancer,371.8,2.38,75.18409046682828,0,6,0.5026289144528558,5.63,174.62,False
C01062,plant,saponin,antibacterial,947.0,0.39,127.11650076061193,4,8,0.2539182086141449,0.18,200.0,False
C01063,bacteria,flavonoid,antimalarial,339.6,1.69,102.5929120874196,1,6,0.23330688196298097,3.49,200.0,False
C01064,marine,flavonoid,antimalarial,339.9,2.2,125.94233394559109,4,7,0.5895265791166309,0.14,200.0,False
C01065,plant,terpene,antimalarial,202.6,3.25,15.387179461876334,5,4,0.5916496944297271,0.43,27.652,False
C01066,plant,flavonoid,anticancer,399.9,1.36,98.41972979161947,2,4,0.48885972037731507,34.74,200.0,False
C01067,marine,alkaloid,antimalarial,298.1,3.93,70.71908877878334,3,5,0.1538510902809248,0.23,172.939,False
C01068,plant,polyketide,anticancer,301.6,3.61,96.72205059652107,1,6,0.4062297742679549,2.65,110.756,False
C01069,fungi,polyketide,antibacterial,375.3,3.37,134.0078055417998,2,6,0.5080016119589249,4.09,200.0,False
C01070,marine,saponin,antimalarial,911.2,1.44,113.70020665339258,1,9,0.5811909062534255,0.4,200.0,False
C01071,fungi,alkaloid,antibacterial,373.1,3.41,39.678779766966116,3,7,0.6900694726583831,39.41,37.348,False
C01072,bacteria,saponin,anticancer,781.9,2.31,,1,5,,2.31,200.0,False
C01073,plant,peptide,antimalarial,880.9,0.88,199.00420641323004,2,9,0.646851960686848,0.16,200.0,False
C01074,plant,flavonoid,antibacterial,384.6,1.81,119.39227770487365,3,6,0.7807189052428507,11.84,151.815,False
C01075,plant,terpene,anticancer,342.9,7.0,33.71071158895527,3,6,0.013482487234556806,1.92,200.0,False
C01076,bacteria,polyketide,antimalarial,470.0,3.98,96.39880159095816,0,6,0.652276011744182,0.3,187.806,False
C01077,plant,flavonoid,antimalarial,459.3,1.9,106.85810908816758,0,4,0.3779119383689659,0.92,173.864,False
C01078,fungi,alkaloid,antibacterial,492.9,2.64,84.5044373275916,1,3,0.5542481450371108,3.21,80.769,False
C01079,plant,peptide,anticancer,731.4,0.79,210.4149982791268,2,5,0.5019185879483243,2.19,200.0,False
C01080,bacteria,alkaloid,antimalarial,270.3,3.46,56.41660520540999,3,4,0.2656570397455259,1.54,25.295,False
C01081,bacteria,terpene,anticancer,239.5,3.69,43.467870213690915,3,3,0.2883267232134179,0.1,116.19,False
C01082,plant,terpene,antibacterial,268.5,4.63,14.413387330018725,5,5,0.5452481114456286,0.19,98.189,False
C01083,bacteria,saponin,antimalarial,1060.9,2.13,138.2107628816247,3,5,0.4270321589904084,1.33,200.0,False
C01084,fungi,terpene,antibacterial,277.1,5.59,25.58798597856331,3,4,0.6018730457288549,43.19,200.0,False
C01085,plant,terpene,antimalarial,239.5,2.32,17.49152105830718,2,1,0.38753889123825075,0.29,43.387,False
C01086,plant,saponin,antimalarial,877.3,0.75,141.5566853997799,4,5,,0.44,200.0,False
C01087,plant,flavonoid,anticancer,340.9,0.15,84.09383014215368,4,8,0.4124931505619182,1.7,200.0,False
C01088,fungi,polyketide,anticancer,534.1,1.89,111.22113344035807,3,7,0.8591997370433525,0.68,200.0,False
C01089,plant,flavonoid,antibacterial,354.4,2.15,87.37440289328062,2,7,0.3156391031577377,23.79,200.0,False
C01090,plant,polyketide,anticancer,504.2,2.68,91.03794919661243,3,5,0.5686713464091981,11.02,184.304,False
C01091,plant,polyketide,antibacterial,565.9,3.86,88.60545101830404,5,7,0.6770872170101443,7.36,178.981,False
C01092,fungi,peptide,antibacterial,351.6,1.72,137.07302633297135,1,4,0.2098834285324862,0.24,200.0,False
C01093,marine,terpene,antibacterial,409.2,2.97,22.381070439967466,0,4,0.2757145251291978,0.99,46.042,False
C01094,bacteria,flavonoid,antibacterial,328.1,1.88,91.55253674063508,4,6,0.5390434858400195,13.74,121.009,False
C01095,plant,polyketide,anticancer,435.2,2.32,58.07806506080381,4,2,0.6811627222002963,3.27,94.869,False
C01096,fungi,saponin,antimalarial,1066.6,0.58,153.20667496454914,2,5,0.7229632775510619,0.24,200.0,False
C01097,plant,flavonoid,antibacterial,446.7,0.07,103.10024149180437,2,6,0.567292268273764,19.78,200.0,False
C01098,plant,alkaloid,anticancer,428.6,2.85,,7,8,0.6619598450725803,30.22,34.965,False
C01099,bacteria,alkaloid,anticancer,425.0,2.28,62.223657547555504,2,4,0.23789247343447978,11.53,200.0,False
C01100,plant,saponin,antimalarial,1338.7,2.28,105.37996007750854,1,6,0.3796869298261027,4.04,200.0,False
C01101,bacteria,alkaloid,antimalarial,241.8,2.61,50.56901307749506,2,4,0.7377173453136363,0.28,14.619,False
C01102,fungi,alkaloid,anticancer,268.6,5.12,51.23646045766441,3,4,0.3548449627569843,0.9,200.0,False
C01103,plant,alkaloid,antibacterial,296.1,3.5,50.40413631054851,2,0,0.41463114296229014,1.58,39.384,False
C01104,marine,peptide,anticancer,659.4,1.63,178.15062465194853,2,3,0.1276944456887748,3.5,200.0,False
C01105,plant,flavonoid,antibacterial,317.6,2.49,103.84593498565653,3,7,0.42433666848527013,2.86,200.0,False
C01106,bacteria,polyketide,antibacterial,481.1,2.6,129.7133326416561,2,6,0.1557274268543169,0.24,200.0,False
C01107,plant,polyketide,anticancer,480.8,4.21,105.12166351443811,3,5,0.5295640597722849,4.11,200.0,False
C01108,plant,terpene,antibacterial,258.5,3.48,28.281730512824762,2,10,0.7424935099240281,15.31,50.302,False
C01109,marine,polyketide,antibacterial,398.0,4.53,82.5152754222704,1,6,0.5205599328257643,0.37,178.802,False
C01110,plant,terpene,antimalarial,312.9,2.76,24.796290463727182,3,3,0.49255090468056795,0.16,106.343,False
C01111,plant,terpene,antibacterial,194.7,2.44,18.390431952173785,1,5,0.38373599010093845,1.14,44.834,False
C01112,fungi,flavonoid,antimalarial,416.7,1.96,139.20804757656032,4,5,0.5656839026127308,1.14,200.0,False
C01113,plant,alkaloid,antibacterial,412.7,3.54,58.81659684349022,1,8,0.24770691051023136,31.69,200.0,False
C01114,fungi,terpene,antibacterial,260.2,3.34,46.1276940598534,2,3,0.371854246918467,0.52,144.317,False
C01115,marine,flavonoid,antimalarial,449.7,2.14,82.7511596746149,0,6,0.8739523359162276,12.33,61.999,False
C01116,bacteria,flavonoid,antimalarial,371.7,2.26,58.18999149562151,2,7,,16.71,42.315,False
C01117,plant,peptide,antibacterial,521.6,0.86,117.52177759480244,1,3,0.3516476708091323,0.23,200.0,False
C01118,fungi,flavonoid,anticancer,414.5,1.66,128.14273863656922,5,5,0.1924632219889979,28.42,200.0,False
C01119,bacteria,alkaloid,antimalarial,328.9,2.15,52.44296079099615,2,1,0.6956112167297751,3.57,85.125,False
C01120,plant,polyketide,antibacterial,558.3,2.44,106.25139369252717,3,5,,21.35,78.463,False
C01121,marine,terpene,anticancer,272.0,5.51,23.632236609086515,0,1,0.21583203918751592,13.55,200.0,False
C01122,plant,alkaloid,antimalarial,344.6,3.11,33.64342568040574,1,4,0.21924916353328547,2.07,38.19,False
C01123,bacteria,flavonoid,antibacterial,273.4,1.15,98.9042906169618,2,8,0.6716620459548539,19.34,108.542,False
C01124,fungi,polyketide,antibacterial,501.5,2.24,87.56192018896955,0,6,0.5882320142494987,0.76,111.706,False
C01125,bacteria,flavonoid,antibacterial,359.5,1.64,107.54131463260948,4,5,0.6118669729961185,0.74,167.831,False
C01126,marine,saponin,antibacterial,837.0,0.55,125.89606648107431,2,5,0.4466779544380329,4.11,200.0,False
C01127,bacteria,peptide,antibacterial,760.7,0.42,239.2528095832617,3,9,0.6310080460846297,1.04,200.0,False
C01128,plant,terpene,antibacterial,273.3,4.83,23.3991495148137,3,6,0.7104193937846752,0.37,200.0,False
C01129,marine,saponin,antibacterial,307.4,2.04,80.7398329109825,2,7,0.5862079463536993,15.09,200.0,False
C01130,plant,alkaloid,antimalarial,397.1,4.72,68.31877240598556,4,4,0.15146361810294806,15.61,143.458,False
C01131,plant,flavonoid,antibacterial,296.6,1.65,175.93685709011118,1,4,0.08097036300858662,0.17,200.0,False
C01132,plant,saponin,antibacterial,713.4,1.15,153.8029414382288,3,3,0.17761557804104028,8.1,200.0,False
C01133,fungi,terpene,antibacterial,251.5,4.0,36.22895662536013,4,5,0.5090433947098021,30.31,156.121,False
C01134,fungi,alkaloid,antibacterial,361.7,2.94,52.102023283166375,3,4,0.17062702399715668,15.58,116.683,False
C01135,bacteria,terpene,antibacterial,308.7,3.99,25.325022080285645,3,7,0.24984729079289467,0.25,66.696,False
C01136,plant,polyketide,antimalarial,536.3,3.6,78.27585210012838,2,6,0.46360353210779287,0.17,96.383,False
C01137,plant,polyketide,anticancer,402.1,3.3,107.48115616477071,3,5,0.2883448365752786,1.59,143.465,False
C01138,plant,alkaloid,anticancer,368.1,3.57,78.77244438948196,3,4,0.2111699146522851,26.11,51.047,False
C01139,marine,alkaloid,antimalarial,335.3,3.75,68.50901593575726,2,0,0.6403251642903862,28.99,142.429,False
C01140,fungi,flavonoid,anticancer,387.1,3.7,148.1286132245504,0,4,0.550385350064758,0.12,200.0,False
C01141,fungi,alkaloid,anticancer,422.0,3.15,69.76566488405969,3,6,0.6068331592935245,26.89,37.793,False
C01142,marine,alkaloid,antimalarial,307.9,4.06,63.01113259469439,2,6,0.63214892848518,5.52,192.816,False
C01143,fungi,polyketide,anticancer,541.3,2.38,136.45195037975375,3,0,0.7319002863109154,5.98,200.0,False
C01144,plant,terpene,antibacterial,419.9,1.97,23.190419690836734,3,0,0.4473316517188871,0.44,70.136,False
C01145,plant,alkaloid,anticancer,455.1,2.75,80.3023193538995,5,5,0.41881274414561476,4.94,98.899,False
C01146,plant,peptide,antimalarial,611.4,2.51,189.93831207149913,1,3,0.11730114704447275,34.55,200.0,False
C01147,bacteria,flavonoid,anticancer,379.1,3.41,125.72411940023306,1,5,0.4074736148862783,3.73,200.0,False
C01148,fungi,peptide,anticancer,575.2,2.04,96.32530545106658,3,4,0.33879862813691686,29.23,200.0,False
C01149,plant,polyketide,antibacterial,337.0,3.62,91.91535906599496,1,6,0.6542207571405998,7.23,200.0,False
C01150,plant,polyketide,anticancer,478.8,3.58,57.25955484345656,3,1,0.5823299389406645,0.44,97.798,False
C01151,plant,terpene,antibacterial,287.0,4.8,34.62883825094473,2,4,0.7359063925375333,0.89,171.167,False
C01152,fungi,polyketide,antimalarial,184.1,3.12,81.56007413121556,0,7,,0.5,37.883,False
C01153,fungi,flavonoid,antimalarial,340.6,1.61,134.88925315151488,3,5,0.6804359386282217,0.64,200.0,False
C01154,bacteria,flavonoid,anticancer,425.4,1.66,113.7109281204557,4,3,0.5541952584844466,6.38,200.0,False
C01155,plant,peptide,antibacterial,619.7,1.16,105.33229363625522,3,6,0.47929665919651143,2.1,200.0,False
C01156,plant,alkaloid,antimalarial,334.3,3.01,55.09965147947924,0,6,0.3790857645662626,27.37,78.596,False
C01157,fungi,flavonoid,antibacterial,396.2,2.23,135.22584134249672,4,3,0.44860590665048944,0.34,200.0,False
C01158,bacteria,polyketide,antibacterial,341.3,5.91,153.92094481395185,1,6,0.2690501092655595,0.23,200.0,False
C01159,marine,flavonoid,antibacterial,352.8,2.42,95.0105988367402,2,6,0.5267994511903309,0.17,145.349,False
C01160,plant,flavonoid,antimalarial,353.3,1.45,92.41575058498027,3,5,0.4356480162519967,0.47,200.0,False
C01161,marine,saponin,antibacterial,594.0,1.56,101.68248475471971,1,7,0.061571950598423464,8.51,200.0,False
C01162,plant,alkaloid,anticancer,306.7,1.92,44.76490107392179,0,3,0.0,0.28,166.814,False
C01163,bacteria,flavonoid,antibacterial,306.0,1.21,98.7073980952928,2,7,0.31121511022797244,5.33,200.0,False
C01164,plant,peptide,antibacterial,653.5,0.85,186.78322022674192,2,5,0.3611174805624039,29.01,200.0,False
C01165,plant,flavonoid,antibacterial,369.5,3.48,151.18370396406405,1,3,0.39280011927759767,4.91,200.0,False
C01166,marine,flavonoid,antibacterial,483.4,2.8,150.6079100396952,1,4,0.6989622960853763,0.36,200.0,False
C01167,plant,peptide,anticancer,603.9,1.27,174.8167884167538,4,7,0.3297611885710272,11.47,200.0,False
C01168,marine,flavonoid,anticancer,343.6,0.78,95.16598082784111,2,4,0.20633349088607797,18.4,200.0,False
C01169,fungi,saponin,anticancer,817.6,3.44,66.35891233912619,2,4,0.523399648353426,2.65,200.0,False
C01170,fungi,peptide,antibacterial,568.9,1.12,159.11621756361865,2,4,0.6421960397105577,1.08,200.0,False
C01171,plant,peptide,anticancer,580.4,1.9,191.54008593343212,3,3,0.7657458639617889,4.33,200.0,False
C01172,marine,flavonoid,antibacterial,399.5,0.61,140.49208333289448,3,7,0.25536261941991956,0.18,200.0,False
C01173,plant,alkaloid,antibacterial,393.3,5.09,65.53213232822911,2,9,0.4013190814468504,6.04,200.0,False
C01174,bacteria,polyketide,antimalarial,512.4,4.36,75.66567367670717,0,8,0.3679936474611345,0.41,200.0,False
C01175,bacteria,peptide,antibacterial,671.4,0.39,240.24914202738637,2,6,0.7392013848426369,5.25,200.0,False
C01176,plant,flavonoid,antibacterial,351.6,1.34,106.63998507005074,2,7,0.5834763977470123,0.69,200.0,False
C01177,plant,alkaloid,anticancer,381.6,2.82,17.960215673527735,3,4,0.4539865996860201,1.01,25.969,False
C01178,bacteria,flavonoid,antibacterial,418.4,2.15,138.28576464273334,4,4,0.5882860934261946,32.14,200.0,False
C01179,plant,alkaloid,anticancer,235.7,2.64,54.449139881678974,4,3,,0.83,93.557,False
C01180,plant,terpene,antimalarial,286.5,4.47,14.928995516669266,3,8,0.4102802822149242,13.42,54.654,False
C01181,plant,terpene,antibacterial,266.7,2.66,32.63051508766368,3,4,0.44250479192006215,0.19,66.623,False
C01182,plant,polyketide,antimalarial,396.0,3.83,135.638735941011,2,4,0.35302663929584366,7.36,200.0,False
C01183,plant,alkaloid,antibacterial,367.8,3.88,63.50088766684783,3,4,0.4006003303882217,0.16,52.965,False
C01184,fungi,alkaloid,antibacterial,273.5,2.06,53.71028076792702,2,5,0.5166034885480237,2.33,33.654,False
C01185,bacteria,alkaloid,antibacterial,304.7,2.52,79.66542692265858,2,4,0.49501330926380593,24.91,78.785,False
C01186,marine,flavonoid,antimalarial,400.5,2.4,102.60087883596547,1,5,0.7326867260813114,0.53,71.648,False
C01187,plant,alkaloid,antibacterial,401.7,1.77,71.03742381985104,2,5,0.6138066374425218,0.57,200.0,False
C01188,plant,saponin,antibacterial,818.7,2.82,183.56882150997382,2,8,0.4343449428802169,29.74,200.0,False
C01189,plant,flavonoid,anticancer,367.2,1.71,135.27654407114744,5,3,0.028321318317322042,1.45,200.0,False
C01190,bacteria,alkaloid,anticancer,302.7,2.55,,3,6,0.1645363891291015,5.14,59.081,False
C01191,plant,polyketide,anticancer,457.2,4.04,92.8307935382345,2,4,0.35168243246260733,8.47,200.0,False
C01192,fungi,saponin,antibacterial,564.8,2.25,163.9177412586242,4,4,0.3743363454283153,9.05,200.0,False
C01193,bacteria,peptide,anticancer,441.5,1.08,182.7975963042752,2,8,0.19683532997176745,39.99,200.0,False
C01194,plant,polyketide,antimalarial,281.3,5.93,122.20561963918362,4,6,0.375498042300736,37.56,200.0,False
C01195,plant,flavonoid,antimalarial,290.6,0.73,107.91628482706352,4,4,0.46896130334862524,0.16,200.0,False
C01196,fungi,flavonoid,antibacterial,353.3,2.15,,7,6,0.32586755774592685,0.14,200.0,False
C01197,plant,flavonoid,antibacterial,438.0,2.45,110.21860154500392,1,5,0.4196625412635393,10.22,197.169,False
C01198,bacteria,peptide,antimalarial,599.5,0.51,106.8523829674298,2,7,,0.35,200.0,False
C01199,plant,peptide,antibacterial,583.0,1.98,164.4146822187486,2,4,,7.82,200.0,False
C01200,plant,terpene,anticancer,496.7,4.21,35.430579323515076,3,6,0.28120428725611235,0.2,162.334,False
C01201,plant,peptide,antimalarial,531.7,2.32,124.08718486637117,3,5,0.4215799420107683,1.74,200.0,False
C01202,marine,polyketide,antimalarial,591.7,4.11,96.81484453677534,1,5,0.4971518261430814,1.49,200.0,False
C01203,plant,polyketide,anticancer,498.5,2.34,52.67968570322677,1,5,0.24687046705708043,1.51,17.088,False
C01204,bacteria,flavonoid,antimalarial,366.7,1.98,114.8582648404601,3,4,0.05554999082465778,3.16,155.9,False
C01205,bacteria,flavonoid,antibacterial,409.8,1.59,95.89759928451495,4,5,0.2629076324144317,0.22,200.0,False
C01206,bacteria,flavonoid,antibacterial,355.0,2.42,75.72401235309357,1,7,0.5420105313682477,1.61,94.764,False
C01207,plant,saponin,anticancer,578.8,0.46,159.30195055453146,0,4,0.13688384242497748,47.32,200.0,False
C01208,plant,peptide,antibacterial,703.1,1.0,141.8220534225743,4,4,0.6218958171464257,0.15,200.0,False
C01209,plant,peptide,antibacterial,418.9,1.44,181.34481787213755,4,6,0.3330349639813949,13.69,200.0,False
C01210,bacteria,peptide,antimalarial,548.6,2.05,163.971478865528,4,4,0.46892205620588834,3.43,200.0,False
C01211,marine,peptide,anticancer,480.4,0.85,132.65273062978682,1,7,0.29700334696801034,0.32,200.0,False
C01212,plant,terpene,anticancer,424.2,3.73,31.77638286970083,2,6,0.5556269828184686,6.43,57.899,False
C01213,marine,polyketide,anticancer,437.6,3.35,87.64470091494081,3,0,0.4539931935508049,0.83,200.0,False
C01214,bacteria,alkaloid,anticancer,375.8,2.15,53.948011491270215,3,4,0.5149898548713207,1.99,37.989,False
C01215,bacteria,polyketide,antibacterial,480.8,3.11,163.36290795574817,2,3,0.07302904846591313,0.38,200.0,False
C01216,marine,alkaloid,antibacterial,331.6,3.05,77.13814491143896,2,7,0.5819076056826595,49.11,144.014,False
C01217,bacteria,saponin,antimalarial,749.4,1.83,159.27869016228354,4,7,0.12342115307520063,32.98,200.0,False
C01218,marine,peptide,antibacterial,676.2,0.41,168.94880140209202,2,3,0.38038765911783506,2.3,200.0,False
C01219,plant,alkaloid,anticancer,470.4,2.41,49.62511806209971,2,4,0.5426475858472001,1.97,33.001,False
C01220,plant,polyketide,antibacterial,472.2,2.49,96.04876728626371,2,5,0.40710198831363936,1.15,200.0,False
C01221,marine,peptide,antibacterial,534.3,1.79,141.3027292256504,2,4,0.5389051518705733,3.63,200.0,False
C01222,plant,alkaloid,anticancer,348.6,1.95,53.700565495813066,3,6,0.47573326595805526,5.03,71.469,False
C01223,plant,terpene,antibacterial,341.2,3.34,23.42730620117394,2,7,0.4609582332496367,11.15,29.22,False
C01224,bacteria,terpene,antimalarial,352.8,2.77,25.12035847306936,2,6,,0.25,79.783,False
C01225,fungi,polyketide,antibacterial,578.6,3.29,116.9445397385197,5,7,0.6349060641720439,29.01,200.0,False
C01226,fungi,peptide,anticancer,606.7,1.42,188.37733116663912,3,7,0.6573330773855361,0.16,200.0,False
C01227,bacteria,polyketide,antibacterial,461.0,3.29,89.91349061581097,2,5,0.3414336721208228,33.25,200.0,False
C01228,plant,alkaloid,antimalarial,283.9,2.24,71.72639600507223,4,4,0.27314314506196685,0.39,57.747,False
C01229,bacteria,terpene,anticancer,241.7,3.15,8.160576892898892,2,4,0.4822555677021771,2.07,40.577,False
C01230,bacteria,terpene,antibacterial,285.4,2.83,23.905581290005703,2,7,0.2996636591940689,18.37,16.567,False
C01231,plant,alkaloid,antibacterial,288.1,2.41,69.37710169610584,2,7,0.4695585009078106,0.9,61.459,False
C01232,plant,alkaloid,antibacterial,300.0,2.03,91.68757871603074,2,7,0.5986240052584633,0.19,74.196,False
C01233,plant,flavonoid,antibacterial,286.5,1.93,154.28514425249898,2,4,0.5694358633182052,6.86,114.805,False
C01234,bacteria,alkaloid,anticancer,361.9,3.44,56.780828795620415,3,4,0.7240951161270524,9.24,42.022,False
C01235,plant,flavonoid,antimalarial,399.8,1.11,100.74328497221201,0,6,0.5309344361187415,1.26,200.0,False
C01236,plant,polyketide,anticancer,296.0,2.99,96.04676639943123,2,7,0.24538459671973678,6.01,75.886,False
C01237,bacteria,saponin,antimalarial,762.3,1.61,117.7051320246681,3,6,0.28104555484620014,18.65,200.0,False
C01238,fungi,terpene,antimalarial,314.0,4.52,,3,5,0.5446082440749993,0.1,64.241,False
C01239,fungi,polyketide,antibacterial,415.0,2.57,109.67155914184282,3,3,0.805084617924158,5.67,182.778,False
C01240,marine,polyketide,antibacterial,565.7,3.85,114.22593183378717,6,6,0.3757819778689001,4.81,194.895,False
C01241,plant,polyketide,anticancer,495.8,1.48,166.5925557958571,3,6,0.269452770313669,1.68,200.0,False
C01242,plant,polyketide,anticancer,398.9,3.85,99.54886737324301,2,3,0.707521338120296,0.35,200.0,False
C01243,plant,alkaloid,antimalarial,354.1,3.18,30.981318910582758,2,8,0.41935568906233156,0.82,84.564,False
C01244,plant,peptide,anticancer,653.8,0.92,161.33571293902892,2,3,0.5746171060873523,1.27,200.0,False
C01245,fungi,alkaloid,anticancer,412.4,2.67,70.35467177298874,3,7,0.647329313825542,15.97,52.146,False
C01246,marine,alkaloid,antibacterial,364.2,1.38,79.6168750905727,2,5,0.2566505732510846,10.02,133.902,False
C01247,fungi,terpene,antibacterial,306.8,4.4,33.80060549246241,5,5,0.3752197269463962,2.38,200.0,False
C01248,fungi,terpene,anticancer,230.2,4.35,26.60413255783677,1,3,0.33768684060528403,0.66,53.381,False
C01249,plant,polyketide,anticancer,499.7,3.05,94.61622851066443,3,4,0.5430371397055662,22.61,200.0,False
C01250,plant,flavonoid,anticancer,394.6,2.05,64.21786119363323,3,6,0.5664649240880748,0.13,68.697,False
C01251,bacteria,saponin,antibacterial,299.7,1.49,180.9738159999806,1,5,0.3489938430742289,0.94,200.0,False
C01252,plant,polyketide,antibacterial,451.4,3.31,80.15802650651793,3,4,0.5483254625804179,0.8,126.549,False
